Source,Period,Validation rule,Importance,Left side description,Value,Operator,Value,Right side description
Mokotawa CHP,September 2020,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Dispensed (D)",17.0,<=,0.0,"LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Opening Balance (A) + LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Quantity Received (B) + LMIS_MAL Bed Net, Insecticide-Treated, Long-Lasting (LLIN), Pcs - Losses / Ad"
Mokotawa CHP,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Dispensed (D)",20.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 12 Tabs - Losses / Adjus"
Mokotawa CHP,September 2020,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Dispensed (D)",16.0,<=,0.0,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Opening Balance (A) + LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Received (B) + LMIS_REP_H Depot Medroxyprogestrone Acetate"
Mokotawa CHP,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Dispensed (D)",25.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 18 Tabs - Losses / Adjus"
Mokotawa CHP,September 2020,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Dispensed (D)",540.0,<=,392.0,"LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab - Opening Balance (A) + LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab  - Quantity Received (B) + LMIS_EM&CONS Amoxicillin 250mg, Dispersible, Tab - Losses / Adjustments (C)"
Mokotawa CHP,September 2020,LMIS_MAL Malaria Rapid Diagnostic Test Kit - Quantity Dispensed (D) Validation,Medium,LMIS_MAL Malaria Rapid Diagnostic Test Kit - Quantity Dispensed (D),100.0,<=,0.0,LMIS_MAL Malaria Rapid Diagnostic Test Kit - Opening Balance (A) + LMIS_MAL Malaria Rapid Diagnostic Test Kit - Quantity Received (B) + LMIS_MAL Malaria Rapid Diagnostic Test Kit - Losses / Adjustments (C)
Mokpanabom MCHP,September 2020,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D) Validation,Medium,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D),2.0,<=,0.0,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Opening Balance (A) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Received (B) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Losses / Adjustments (C)
Mosenesie Junction CHP,September 2020,"LMIS_EM&CONS Glove, Surgical, Size 7.5, Sterile, Disposable, Pair  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Glove, Surgical, Size 7.5, Sterile, Disposable, Pair  - Quantity Dispensed (D)",40.0,<=,0.0,"LMIS_EM&CONS Glove, Surgical, Size 7.5, Sterile, Disposable, Pair - Opening Balance (A) + LMIS_EM&CONS Glove, Surgical, Size 7.5, Sterile, Disposable, Pair  - Quantity Received (B) + LMIS_EM&CONS Glove, Surgical, Size 7.5, Sterile, Disposable, Pair - Loss"
Mosenesie Junction CHP,September 2020,"LMIS_EM&CONS IV Giving Set, Pcs  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS IV Giving Set, Pcs  - Quantity Dispensed (D)",40.0,<=,0.0,"LMIS_EM&CONS IV Giving Set, Pcs - Opening Balance (A) + LMIS_EM&CONS IV Giving Set, Pcs  - Quantity Received (B) + LMIS_EM&CONS IV Giving Set, Pcs - Losses / Adjustments (C)"
Mosenesie Junction CHP,September 2020,"LMIS_EM&CONS Needle, Hypodermic, Luer, 23G, Sterile, Disposable  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Needle, Hypodermic, Luer, 23G, Sterile, Disposable  - Quantity Dispensed (D)",70.0,<=,0.0,"LMIS_EM&CONS Needle, Hypodermic, Luer, 23G, Sterile, Disposable - Opening Balance (A) + LMIS_EM&CONS Needle, Hypodermic, Luer, 23G, Sterile, Disposable  - Quantity Received (B) + LMIS_EM&CONS Needle, Hypodermic, Luer, 23G, Sterile, Disposable - Losses / A"
Mosenesie Junction CHP,September 2020,"LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs  - Quantity Dispensed (D)",100.0,<=,90.0,"LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs - Opening Balance (A) + LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, Pcs  - Quantity Received (B) + LMIS_EM&CONS Glove, Exam, Latex, Medium, Nonsterile, Disposable, P"
Mosenesie Junction CHP,September 2020,"LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable  - Quantity Dispensed (D)",70.0,<=,0.0,"LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable - Opening Balance (A) + LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable  - Quantity Received (B) + LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable - Losses / A"
Mosenesie Junction CHP,September 2020,"LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Dispensed (D)",300.0,<=,163.0,"LMIS_EM&CONS Metronidazole 250mg, Tab - Opening Balance (A) + LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Metronidazole 250mg, Tab - Losses / Adjustments (C)"
Mosenesie Junction CHP,September 2020,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Dispensed (D)",50.0,<=,11.0,"LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Opening Balance (A) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet  - Quantity Received (B) + LMIS_EM&CONS Oral Rehydration Salts (ORS), Sachet - Losses / Adjustments (C)"
Mosongo MCHP,September 2020,"LMIS_EM&CONS Folic Acid 5mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Folic Acid 5mg, Tab  - Quantity Dispensed (D)",219.0,<=,0.0,"LMIS_EM&CONS Folic Acid 5mg, Tab - Opening Balance (A) + LMIS_EM&CONS Folic Acid 5mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Folic Acid 5mg, Tab - Losses / Adjustments (C)"
Motoni MCHP,September 2020,"LMIS_REP_H Condom, Male - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Condom, Male - Quantity Dispensed (D)",240.0,<=,140.0,"LMIS_REP_H Condom, Male - Opening Balance (A) + LMIS_REP_H Condom, Male - Quantity Received (B) + LMIS_REP_H Condom, Male - Losses / Adjustments (C)"
Motoni MCHP,September 2020,"LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Dispensed (D)",20.0,<=,0.0,"LMIS_EM&CONS Methyldopa 250mg, Tab - Opening Balance (A) + LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Methyldopa 250mg, Tab - Losses / Adjustments (C)"
Motoni MCHP,September 2020,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Dispensed (D)",1.0,<=,0.0,"LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot - Opening Balance (A) + LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot  - Quantity Received (B) + LMIS_EM&CONS Povidone Iodine 10%, Solution, Bot - Losses / Adjustments (C)"
Motonkoh MCHP,September 2020,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D)",60.0,<=,0.0,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab - Opening Balance (A) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazol"
Motonkoh MCHP,September 2020,"LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Dispensed (D)",6.0,<=,3.0,"LMIS_EM&CONS Methyldopa 250mg, Tab - Opening Balance (A) + LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Methyldopa 250mg, Tab - Losses / Adjustments (C)"
Moyamba Junction CHC,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Dispensed (D)",9.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 6 Tabs - Losses / Adjustme"
Moyamba Junction CHC,September 2020,"LMIS_TB/LEP Rifampicin & Isoniazid & Pyrazinamide & Ethambutol 150mg & 75mg & 400mg & 275mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_TB/LEP Rifampicin & Isoniazid & Pyrazinamide & Ethambutol 150mg & 75mg & 400mg & 275mg, Tab  - Quantity Dispensed (D)",672.0,<=,119.0,"LMIS_TB/LEP Rifampicin & Isoniazid & Pyrazinamide & Ethambutol 150mg & 75mg & 400mg & 275mg, Tab - Opening Balance (A) + LMIS_TB/LEP Rifampicin & Isoniazid & Pyrazinamide & Ethambutol 150mg & 75mg & 400mg & 275mg, Tab  - Quantity Received (B) + LMIS_TB/LE"
Moyamba Junction CHC,September 2020,"LMIS_EM&CONS Gauze, Pad, N17, 12-Ply, 10cm x 10cm, Pcs  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Gauze, Pad, N17, 12-Ply, 10cm x 10cm, Pcs  - Quantity Dispensed (D)",1.0,<=,0.0,"LMIS_EM&CONS Gauze, Pad, N17, 12-Ply, 10cm x 10cm, Pcs - Opening Balance (A) + LMIS_EM&CONS Gauze, Pad, N17, 12-Ply, 10cm x 10cm, Pcs  - Quantity Received (B) + LMIS_EM&CONS Gauze, Pad, N17, 12-Ply, 10cm x 10cm, Pcs - Losses / Adjustments (C)"
Moyamba Junction CHC,September 2020,"LMIS_EM&CONS IV Giving Set, Pcs  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS IV Giving Set, Pcs  - Quantity Dispensed (D)",4.0,<=,0.0,"LMIS_EM&CONS IV Giving Set, Pcs - Opening Balance (A) + LMIS_EM&CONS IV Giving Set, Pcs  - Quantity Received (B) + LMIS_EM&CONS IV Giving Set, Pcs - Losses / Adjustments (C)"
Moyamba Junction CHC,September 2020,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Dispensed (D) Validation",Medium,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Dispensed (D)",18.0,<=,0.0,"LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Opening Balance (A) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Quantity Received (B) + LMIS_MAL Artemether & Lumefantrine (ACT) 20mg & 120mg, 24 Tabs - Losses / Adjus"
Moyamba Junction CHC,September 2020,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 200mg & 40mg / 5ml, Pdr for Susp, 100ml, Bot  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 200mg & 40mg / 5ml, Pdr for Susp, 100ml, Bot  - Quantity Dispensed (D)",562.0,<=,0.0,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 200mg & 40mg / 5ml, Pdr for Susp, 100ml, Bot - Opening Balance (A) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 200mg & 40mg / 5ml, Pdr for Susp, 100ml, Bot  - Quantity Recei"
Moyamba Junction CHC,September 2020,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Dispensed (D)",2.0,<=,0.0,"LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Opening Balance (A) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel  - Quantity Received (B) + LMIS_EM&CONS Chlorhexidine Gluconate 7.1%, Gel - Losses / Adjustments (C)"
Moyamba Junction CHC,September 2020,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Dispensed (D)",1000.0,<=,0.0,"LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab - Opening Balance (A) + LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Ferrous Sulphate & Folic Acid (FeFol) 200mg & 0.4mg"
Moyamba Junction CHC,September 2020,"LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable  - Quantity Dispensed (D)",100.0,<=,0.0,"LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable - Opening Balance (A) + LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable  - Quantity Received (B) + LMIS_EM&CONS Needle, Hypodermic, Luer, 21G, Sterile, Disposable - Losses / A"
Moyamba Junction CHC,September 2020,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D) Validation,Medium,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D),6.0,<=,0.0,LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Opening Balance (A) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Quantity Received (B) + LMIS_REP_H Jadelle - Levonorgestrel two rod 150mg implant - Losses / Adjustments (C)
Moyamba Junction CHC,September 2020,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Dispensed (D)",20.0,<=,0.0,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Opening Balance (A) + LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Received (B) + LMIS_REP_H Depot Medroxyprogestrone Acetate"
Moyamba Junction CHC,September 2020,"LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Essential Med and Cons  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Essential Med and Cons  - Quantity Dispensed (D)",30.0,<=,0.0,"LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Essential Med and Cons - Opening Balance (A) + LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Essential Med and Cons  - Quantity Received (B) + LMIS_EM&CONS Water for Injection 5ml, Inj, Amp Most Es"
Moyamba Junction CHC,September 2020,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D) Validation,Medium,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Dispensed (D),16.0,<=,0.0,LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Opening Balance (A) + LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Quantity Received (B) + LMIS_REP_H Levoplant - Levonorgestrel two rod 150mg implant - Losses / Adjustments (C
Moyamba Junction CHC,September 2020,"LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Dispensed (D)",66.0,<=,0.0,"LMIS_EM&CONS Methyldopa 250mg, Tab - Opening Balance (A) + LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Methyldopa 250mg, Tab - Losses / Adjustments (C)"
Moyamba Junction CHC,September 2020,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Unigold - Quantity Dispensed (D)  Validation",Medium,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Unigold  - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Unigold - Opening Balance (A) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Unigold  - Quantity Received (B) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, Unigold - Losses / Adjustments (C)"
Moyamba Junction CHC,September 2020,"LMIS_EM&CONS Cotton Wool, Absorbent, 500g, Roll  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Cotton Wool, Absorbent, 500g, Roll  - Quantity Dispensed (D)",5.0,<=,4.0,"LMIS_EM&CONS Cotton Wool, Absorbent, 500g, Roll - Opening Balance (A) + LMIS_EM&CONS Cotton Wool, Absorbent, 500g, Roll  - Quantity Received (B) + LMIS_EM&CONS Cotton Wool, Absorbent, 500g, Roll - Losses / Adjustments (C)"
Moyamba Static 1 CHP,September 2020,"LMIS_REP_H Condom, Male - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Condom, Male - Quantity Dispensed (D)",23.0,<=,0.0,"LMIS_REP_H Condom, Male - Opening Balance (A) + LMIS_REP_H Condom, Male - Quantity Received (B) + LMIS_REP_H Condom, Male - Losses / Adjustments (C)"
Moyamba Static 1 CHP,September 2020,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline - Quantity Dispensed (D)  Validation",Medium,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline  - Quantity Dispensed (D)",34.0,<=,25.0,"LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline - Opening Balance (A) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline  - Quantity Received (B) + LMIS_HIV/AIDS HIV 1 & 2 Rapid Test Kit, SD Bioline - Losses / Adjustments (C)"
Moyamba Static 1 CHP,September 2020,"LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag  - Quantity Dispensed (D)",5.0,<=,0.0,"LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag - Opening Balance (A) + LMIS_EM&CONS Compound Sodium (Ringer's) Lactate 0.25%, Infusion, 500ml, Soft Bag  - Quantity Received (B) + LMIS_EM&CONS Compound Sodium (Ringer's) La"
Moyamba Static 1 CHP,September 2020,"LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Dispensed (D)",120.0,<=,0.0,"LMIS_EM&CONS Metronidazole 250mg, Tab - Opening Balance (A) + LMIS_EM&CONS Metronidazole 250mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Metronidazole 250mg, Tab - Losses / Adjustments (C)"
Moyamba Static 1 CHP,September 2020,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Dispensed (D)",213.0,<=,0.0,"LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab - Opening Balance (A) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazole & Trimethoprim) 400mg & 80mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Co-Trimoxazole (Sulfamethoxazol"
Moyamba Static 1 CHP,September 2020,"LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Dispensed (D)",35.0,<=,0.0,"LMIS_EM&CONS Ibuprofen 400mg, Tab - Opening Balance (A) + LMIS_EM&CONS Ibuprofen 400mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Ibuprofen 400mg, Tab - Losses / Adjustments (C)"
Moyamba Static 1 CHP,September 2020,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Dispensed (D)",29.0,<=,0.0,"LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Opening Balance (A) + LMIS_REP_H Depot Medroxyprogestrone Acetate (Depo-Provera) 150mg/ml, Pdr for Inj - Quantity Received (B) + LMIS_REP_H Depot Medroxyprogestrone Acetate"
Moyamba Static 1 CHP,September 2020,"LMIS_REP_H Condom, Female - Quantity Dispensed (D) Validation",Medium,"LMIS_REP_H Condom, Female - Quantity Dispensed (D)",228.0,<=,0.0,"LMIS_REP_H Condom, Female - Opening Balance (A) + LMIS_REP_H Condom, Female - Quantity Received (B) + LMIS_REP_H Condom, Female - Losses / Adjustments (C)"
Moyamba Static 1 CHP,September 2020,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Dispensed (D)",26.0,<=,0.0,"LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial - Opening Balance (A) + LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial  - Quantity Received (B) + LMIS_EM&CONS Ampicillin 500mg, Pdr for IM/IV, Inj, Vial - Losses / Adjustments (C)"
Moyamba Static 1 CHP,September 2020,"LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Dispensed (D)",100.0,<=,0.0,"LMIS_EM&CONS Methyldopa 250mg, Tab - Opening Balance (A) + LMIS_EM&CONS Methyldopa 250mg, Tab  - Quantity Received (B) + LMIS_EM&CONS Methyldopa 250mg, Tab - Losses / Adjustments (C)"
Moyamba Static 1 CHP,September 2020,"LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial  - Quantity Dispensed (D) Validation",Medium,"LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial  - Quantity Dispensed (D)",1.0,<=,0.0,"LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial - Opening Balance (A) + LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial  - Quantity Received (B) + LMIS_EM&CONS Lidocaine (Lignocaine) HCl 2%, Inj, 50ml, Vial - Losses / Adjustments ("
Moyamba Static 1 CHP,September 2020,"LMIS_HIV/AIDS Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 600mg, Tab - Quantity Dispensed (D)  Validation",Medium,"LMIS_HIV/AIDS Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 600mg, Tab  - Quantity Dispensed (D)",10.0,<=,0.0,"LMIS_HIV/AIDS Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 600mg, Tab - Opening Balance (A) + LMIS_HIV/AIDS Tenofovir & Lamivudine & Efavirenz 300mg & 300mg & 600mg, Tab  - Quantity Received (B) + LMIS_HIV/AIDS Tenofovir & Lamivudine & Efavirenz 300"
